,Street Name,count
4651,152 STREET,2
4652,52ND AVENUE,2
4653,146TH STREET,2
4654,BEACH   98 STREET,2
4655,WEST 70TH STREET,2
4656,SETON PLACE,2
4657,GRANGER STREET,2
4658,WEST 54TH STREET,2
4659,WILLET AVENUE,2
4660,HESTER ST,2
4661,SAINT JAMES PL,2
4662,EAST 38TH STREET,2
4663,WHITE PLAINS AVENUE,2
4664,BAY   17 STREET,2
4665,PUTNAM AVENUE WEST,2
4666,VANDERBILT STREET,2
4667,135 DRIVE,2
4668,FIELDWAY AVENUE,2
4669,SAND STREET,2
4670,W 139TH ST,2
4671,CLAY STREET,2
4672,WESTSIDE AVENUE,2
4673,KEMBALL AVENUE,2
4674,SAULTELL AVENUE,2
4675,HERZEL STREET,2
4676,JILLIAN COURT,2
4677,GRANITE AVENUE,2
4678,VAN SICLEN STREET,2
4679,71 PLACE,2
4680,DIVISION AVE,2
4681,EAST 181ST STREET,2
4682,CECIL COURT,2
4683,RUMPLER COURT,2
4684,TROTTING COURSE LANE,2
4685,44TH AVENUE,2
4686,SEA GATE ROAD,2
4687,HEINZ AVENUE,2
4688,HOLLAND AVE,2
4689,WEST  225 STREET,2
4690,BENCHLEY PLACE,2
4691,VON BRAUN AVENUE,2
4692,42ND ST,2
4693,BERRY AVENUE,2
4694,NELSON AVE,2
4695,WHITE PLAINS RD,2
4696,KINSELLA STREET,2
4697,MARCY AVE,2
4698,W 137TH ST,2
4699,HERSCHELL STREET,2
4700,COSTER ST,2
4701,ADAM CLAYTON POWELL JR BLVD,2
4702,REDGRAVE AVENUE,2
4703,W 43RD ST,2
4704,HAMPTON PLACE,2
4705,SLOCUM CRESCENT,2
4706,CLAY AVE,2
4707,WINANT AVENUE,2
4708,EAST 92ND STREET,2
4709,164 DRIVE,2
4710,YELLOWSTON BOULEVARD,2
4711,PEARSAL AVENUE,2
4712,EAST NY AVENUE,2
4713,CHAMPLAIN AVENUE,2
4714,20 DRIVE,2
4715,PENNYFIELD AVENUE,2
4716,LONGVIEW ROAD,2
4717,PINEVILLE LANE,2
4718,BRABANT STREET,2
4719,TENEYCK STREET,2
4720,LAYTON STREET,2
4721,ARLO ROAD,2
4722,40 ROAD,2
4723,182 PLACE,2
4724,EAST STROUD AVENUE,2
4725,BEDELL AVENUE,2
4726,EUNICE PLACE,2
4727,90 COURT,2
4728,PROSPECT STREET,2
4729,97 PLACE,2
4730,VERMONT COURT,2
4731,LUIS MUNOZ MARIN BOULEVARD,2
4732,QUEENS STREET,2
4733,DWIGHT AVENUE,2
4734,MONTAGUE TERRACE,2
4735,BEACH 117 STREET,2
4736,SANDS PLACE,2
4737,WEST 31 STREET,2
4738,AGAR PLACE,2
4739,APPLEGATE COURT,2
4740,OCEAN TERRACE,2
4741,KINGLAND AVENUE,2
4742,OBRIEN AVENUE,2
4743,FT ELEY AVENUE,2
4744,OCEANA DRIVE WEST,2
4745,BOSTON POST ROAD,2
4746,DELANOY AVENUE,2
4747,MONSEY PLACE,2
4748,THORNYCROFT AVENUE,2
4749,ASHTON DRIVE,2
4750,WATT AVENUE,2
4751,SPIRIT LANE,2
4752,EAST LOOP ROAD,2
4753,CROSS BRONX EXPRESSWAY SR SOUTH,2
4754,GRACE COURT ALLEY,2
4755,ST FELIX AVENUE,2
4756,CYPRESS HILLS STREET,2
4757,HANOVER SQUARE,2
4758,SUYDAM PLACE,2
4759,EAST 242 STREET,2
4760,CANEY ROAD,2
4761,EAST 208 STREET,2
4762,HOLLIS COURT BOULEVARD,2
4763,CROMER STREET,2
4764,OSBORNE PLACE,2
4765,CARTER AVENUE,2
4766,67 PLACE,2
4767,MC OWEN AVENUE,2
4768,JODIE COURT,2
4769,HIAWATHA AVENUE,2
4770,BLOOMINGDALE ROAD,2
4771,ARBUTUS AVENUE,2
4772,NIXON AVENUE,2
4773,RIDGE AVENUE,2
4774,FT CHARLES PLACE,2
4775,VAN CORTLANDT AVENUE EAST,2
4776,FINLAY AVENUE,2
4777,HAGAMAN PLACE,2
4778,187 PLACE,2
4779,SPRUCE AVENUE,2
4780,BRIGHTON BEACH AVENUE,2
4781,KINGSTON PLACE,2
4782,FISHER AVENUE,2
4783,GLASCOE AVENUE,2
4784,FORDHAM PLACE,2
4785,WEST 225 STREET,2
4786,COLERIDGE STREET,2
4787,RICHMOND HILL ROAD,2
4788,VICTORIA ROAD,2
4789,10 ROAD,2
4790,MEADE LOOP,2
4791,SHORE PARKWAY NORTH SERVICE ROAD,2
4792,EAST 201 STREET,2
4793,56 ROAD,2
4794,MILDRED AVENUE,2
4795,100 ROAD,2
4796,CLARKE PLACE,2
4797,STRICKLAND AVENUE,2
4798,NORTH 9 STREET,2
4799,HARWAY AVENUE,2
4800,WEST   66 STREET,2
4801,TAUNTON STREET,2
4802,PIGEON MEADOW ROAD,2
4803,BEACH 42 STREET,2
4804,ORCHARD LANE SOUTH,2
4805,DOUGLASTON PARKWAY,2
4806,BEACH 136 STREET,2
4807,DONGAN HIL AVENUE,2
4808,151 AVENUE,2
4809,GETTYSBURG STREET,2
4810,SEGUINE LOOP,2
4811,269 STREET,2
4812,LAWRENCE STREET,2
4813,AQUEDUCT AVENUE EAST,2
4814,58 DRIVE,2
4815,MARGINAL STREET EAST,2
4816,SUMMIT PLACE,2
4817,SILVERLAKE ROAD,2
4818,SPENCER DRIVE,2
4819,ELTINGVILL BOULEVARD,2
4820,EAST 116 ST-MARIN BOULEVARD,2
4821,W 156TH ST,2
4822,SOUTH GANNON AVENUE,2
4823,WEST 111TH STREET,2
4824,AMITY PLACE,2
4825,CANTERBURY COURT,2
4826,COLITA COURT,2
4827,ALEX CIRCLE,2
4828,14TH AVENUE,2
4829,JOSEPH AVENUE,2
4830,28TH STREET,2
4831,NORMALEE ROAD,2
4832,FLEET COURT,2
4833,77TH ST,2
4834,EAST 4TH WALK,2
4835,PARSONS BLVD,2
4836,BAY   46 STREET,2
4837,EDWARDS AVENUE,2
4838,MIDDLETOWN ROAD,2
4839,HORACE HARDING EXPRESSWAY N SR,2
4840,DWIGHT PLACE,2
4841,PINSON STREET,2
4842,ASTORIA BLVD SOUTH,2
4843,BRIGHTON    1 PATH,2
4844,HAZEN STREET,2
4845,WEST RALEIGH AVENUE,2
4846,BEACH   21 STREET,2
4847,CENTER PLACE,2
4848,ZULETTE AVENUE,2
4849,SIMMONS LOOP,2
4850,BEACH 48 STREET,2
4851,BEACH 133 STREET,2
4852,DUGDALE STREET,2
4853,SENECA STREET,2
4854,HOYT AVENUE,2
4855,EAST 114 STREET,2
4856,RESERVIOR OVAL EAST,2
4857,OSWEGO STREET,2
4858,WEST 61 STREET,2
4859,RICHMOND STREET,2
4860,GUERLAIN STREET,2
4861,EAST 134 STREET,2
4862,NEWPORT AVENUE,2
4863,268 STREET,2
4864,ARION ROAD,2
4865,BEACH 138 STREET,2
4866,ELMIRA AVENUE,2
4867,CLAWSON STREET,2
4868,HESSLER AVENUE,2
4869,WEST 236 STREET,2
4870,BEACON PLACE,2
4871,NECKAR AVENUE,2
4872,MERRICK AVENUE,2
4873,EDISON STREET,2
4874,GRAND CENTRAL PARKWAY SR SOUTH,2
4875,BEACH   45 STREET,2
4876,FOX LANE,2
4877,RICHARDS STREET,2
4878,CRANFORD STREET,2
4879,BAY 20 STREET,2
4880,BEACH 121 STREET,2
4881,BEACH 69 STREET,2
4882,CLOVIS ROAD,2
4883,LA SALLE AVENUE,2
4884,EAST 243 STREET,2
4885,ROMBOUTS AVENUE,2
4886,SKYLINE DRIVE,2
4887,DOVER STREET,2
4888,SAINT JOHNS AVENUE,2
4889,VOGEL AVENUE,2
4890,SAINT MARY&apos;S AVENUE,2
4891,MANHATTEN STREET,2
4892,GREENFIELD COURT,2
4893,DIVISION STREET,2
4894,BAY   26 STREET,2
4895,ANACONDA STREET,2
4896,PETER AVENUE,2
4897,CRAIG AVENUE,2
4898,FORT HAMILTON AVENUE,2
4899,NOTUS AVENUE,2
4900,EAST 53 PLACE,2
4901,MONROE PLACE,2
4902,ROCK BOULEVARD,2
4903,40 DRIVE,2
4904,AVISTON STREET,2
4905,EVERTON PLACE,2
4906,CROSS BRONX EXPRESSWAY SVC RD S,2
4907,CENTER STREET,2
4908,WEST 193 STREET,2
4909,HARTFORD AVENUE,2
4910,WITTHOFF STREET,2
4911,ALLEN AVENUE,2
4912,DALNY ROAD,2
4913,GIORDAN COURT,2
4914,CHARLES AVENUE,2
4915,NEUTRAL AVENUE,2
4916,ROYCE STREET,2
4917,TENAFLY PLACE,2
4918,BEACH 60 STREET,2
4919,EAST WILLISTON AVENUE,2
4920,STRYKER STREET,2
4921,FURMAN STREET,2
4922,END PLACE,2
4923,BEACH 44 STREET,2
4924,MANILA PLACE,2
4925,CIRCLE LOOP,2
4926,MAGUIRE AVENUE,2
4927,LARRISON LOOP,2
4928,LIGHTHOUSE AVENUE,2
4929,COOKE STREET,2
4930,GRAND STREET EXTENSION,2
4931,HENDRICKS AVENUE,2
4932,SUNRISE COURT,2
4933,MILLER PLACE,2
4934,SNIFFEN COURT,2
4935,PARK LANE,2
4936,THURSTON STREET,2
4937,LORETTO STREET,2
4938,HOUSEMAN AVENUE,2
4939,WEST 60 STREET,2
4940,DOBBIN STREET,2
4941,CLARA STREET,2
4942,CINCINNATUS AVENUE,2
4943,LEWISTON STREET,2
4944,SAINT ALBANS PLACE,2
4945,23 ROAD,2
4946,125 AVENUE,2
4947,TUDOR PLACE,2
4948,COVENTRY LOOP,2
4949,SABRE STREET,2
4950,LYCEUM COURT,2
4951,DEERFIELD ROAD,2
4952,GERALD COURT,2
4953,MOFFETT STREET,2
4954,HARPER COURT,2
4955,PAERDEGAT 11 STREET,2
4956,RETFORD AVENUE,2
4957,BRITTON STREET,2
4958,ROCKAWAY BEACH BLVD,2
4959,BERRY AVENUE WEST,2
4960,BARTOW STREET,2
4961,CURTIS STREET,2
4962,CRIMMINS AVENUE,2
4963,TWOMBLY AVENUE,2
4964,EAST 140 STREET,2
4965,BAY 14 STREET,2
4966,HUTCHINSON RIVER PARKWAY EAST,2
4967,144 ROAD,2
4968,VAN DAM STREET,2
4969,BEACH 56 PLACE,2
4970,ALONZO ROAD,2
4971,LAUREL HIL TERRACE,2
4972,VULCAN STREET,2
4973,TRINITY PLACE,2
4974,245 STREET,2
4975,WILLCOX STREET,2
4976,FERN PLACE,2
4977,SCRANTON AVENUE,2
4978,QUENCER ROAD,2
4979,BEACH 26 STREET,2
4980,NORMAL ROAD,2
4981,WILLOW ROAD WEST,2
4982,HARTMAN LANE,2
4983,WEST 40 STREET,2
4984,229 DRIVE SOUTH,2
4985,EAST 186 STREET,2
4986,KUNATH AVENUE,2
4987,ROWLAND STREET,2
4988,BAY 25 STREET,2
4989,263 STREET,2
4990,250 STREET,2
4991,HUBBARD STREET,2
4992,FINGERBOARD ROAD,2
4993,RESERVOIR OVAL,2
4994,BUFFALO STREET,2
4995,MOSHOLU AVENUE,2
4996,56 DRIVE,2
4997,RHETT AVENUE,2
4998,EAST 44 STREET,2
4999,AMHERST STREET,2
5000,NORTON AVENUE,2
5001,LABURNUM AVENUE,2
5002,DARNELL LANE,2
5003,OCEAN PROMENADE,2
5004,WEST CEDARVIEW AVENUE,2
5005,MURRAY LANE,2
5006,PARK END PLACE,2
5007,EAST 212 STREET,2
5008,MANAHAN STREET,2
5009,NORTH FIRST STREET,2
5010,KEESEVILLE AVENUE,2
5011,HEWITT AVENUE,2
5012,BAY 37 STREET,2
5013,OAK AVENUE,2
5014,ELK DRIVE,2
5015,CRESCENT AVE,2
5016,ROCKNE STREET,2
5017,PIERCE STREET,2
5018,MC BRIDE STREET,2
5019,LYNBROOK AVENUE,2
5020,POND PLACE,2
5021,BEACH 19 STREET,2
5022,115 COURT,2
5023,BANNER 3 ROAD,2
5024,BUFFINGTON AVENUE,2
5025,ELWOOD AVENUE,2
5026,MANILA AVENUE,2
5027,BRIGHTON FOURTH STREET,2
5028,POND WAY,2
5029,HECKER STREET,2
5030,BATTERY AVENUE,2
5031,PAERDEGAT 10 STREET,2
5032,DELAVAN STREET,2
5033,HARROW STREET,2
5034,FINGERBOAR ROAD,2
5035,ELLSWORTH PLACE,2
5036,WILSON STREET,2
5037,BEACH BREEZE PLACE,2
5038,GATEWAY DRIVE,2
5039,7 AVENUE SOUTH,2
5040,MARTIN AVENUE,2
5041,WEST 232 STREET,2
5042,CEDAR GROVE AVENUE,2
5043,ST PAULS COURT,2
5044,GOVERNOR ROAD,2
5045,SAINT NICOLAS PLACE,2
5046,BEACH 95 STREET,2
5047,SUMMERFIELD AVENUE,2
5048,201 PLACE,2
5049,NADAL PLACE,2
5050,BEACH   48 STREET,2
5051,SUMMERFILD STREET,2
5052,MULBERRY COURT,2
5053,143 ROAD,2
5054,WEST 218 STREET,2
5055,DICKENS STREET,2
5056,E 197TH ST,2
5057,REEVE PLACE,2
5058,HAWTREE STREET,2
5059,JAMAICA AVE,2
5060,DELAFIELD PLACE,2
5061,BOWLING GREEN PLACE,2
5062,EAST 17TH STREET,2
5063,ST PAUL AVENUE,2
5064,W 108TH ST,2
5065,PECK SLIP,2
5066,WEST 192 STREET,2
5067,CHEEVER PLACE,2
5068,MORENCI LANE,2
5069,HUNTERS POINT AVENUE,2
5070,EAST 14TH STREET,2
5071,HART AVENUE,2
5072,STONEHAM STREET,2
5073,SLAIGHT STREET,2
5074,CHURCH ROAD,2
5075,LITTLE CLOVE ROAD,2
5076,SCOTT A GADELL PLACE,2
5077,BURCHELL AVENUE,2
5078,MASPETH AVE,2
5079,EAST 55TH STREET,2
5080,W 111TH ST,2
5081,FIELDSTON TERRACE,2
5082,VAN CORTLANDT AVENUE,2
5083,GATLING PLACE,2
5084,DERBY COURT,2
5085,STRONG PLACE,2
5086,E 169TH ST,2
5087,BRONX PARK E,2
5088,BOLIVAR STREET,2
5089,ERASTINA PLACE,2
5090,KRISSA COURT,2
5091,WAVERLY AVE,2
5092,WINANT PLACE,2
5093,MCCLELLAN ST,2
5094,OLD KINGSBRIDGE ROAD,2
5095,BAY   44 STREET,2
5096,WEST  252 STREET,2
5097,W 92ND ST,2
5098,BUTTRICK AVENUE,2
5099,42 ROAD,2
5100,SAINT MARK&apos;S AVENUE,2
5101,W 9TH ST,2
5102,CORTLAND STREET,2
5103,HALSEY ST,2
5104,79 LANE,2
5105,NORMA PLACE,2
5106,DANE PLACE,2
5107,BAY   22 STREET,2
5108,82 DRIVE,2
5109,EAST 142ND STREET,2
5110,POPPENHUSEN AVENUE,2
5111,E TREMONT AVE,2
5112,ODELL STREET,2
5113,WEST 129TH STREET,2
5114,LINDEN PLACE,2
5115,CHRISTOPHER ST,2
5116,W 168TH ST,2
5117,EAST 37TH STREET,2
5118,118 ROAD,2
5119,OSBOURNE PLACE,2
5120,AGUILAR AVENUE,2
5121,E 187TH ST,2
5122,WEST   64 STREET,2
5123,CORTLANDT STREET,2
5124,BEACH 46 STREET,2
5125,MACDONALD AVENUE,2
5126,MELROSE ST,2
5127,ST THERESA AVENUE,2
5128,EAST 179TH STREET,2
5129,WEST 178TH STREET,2
5130,OAK TERRACE,2
5131,BRIGHTON    2 LANE,2
5132,PROSPECT AVE,2
5133,SUMNER PLACE,2
5134,WEST 132ND STREET,2
5135,MC KIBBIN STREET,2
5136,46TH AVENUE,2
5137,WEST 69TH STREET,2
5138,SOUTH BOULEVARD,2
5139,CLAFLIN AVE,2
5140,MANHATTAN AVE,2
5141,ISLINGTON STREET,2
5142,EAST 101ST STREET,2
5143,GLEN AVENUE,2
5144,119TH ROAD,2
5145,3RD STREET,2
5146,CARLTON AVE,2
5147,13TH STREET,2
5148,EAST 3RD STREET,2
5149,GRAHAM BOULEVARD,2
5150,115TH AVENUE,2
5151,121ST STREET,2
5152,FORT HAMILTON PKWY,2
5153,EAST 70TH STREET,2
5154,MINNA STREET,2
5155,PRESTON AVENUE,2
5156,W 207TH ST,2
5157,WEST 167TH STREET,2
5158,VANDERVOORT AVENUE,2
5159,153 AVENUE,2
5160,CARLYLE GREEN,2
5161,DOROTHY STREET,2
5162,15 ROAD,2
5163,100TH STREET,2
5164,TALLMAN STREET,2
5165,LYNN STREET,2
5166,147 PLACE,2
5167,EAST 34TH STREET,2
5168,COLONIAL GARDENS,2
5169,94TH ST,2
5170,SOUTH 5TH STREET,2
5171,CLAREMONT PKWY,2
5172,W 82ND ST,2
5173,MARENGO STREET,2
5174,BEACH   27 STREET,2
5175,LONG POND LANE,2
5176,W 159TH ST,2
5177,ALVERSON AVENUE,2
5178,EMERALD STREET,2
5179,SEDGWICK AVE,2
5180,159 AVENUE,2
5181,BARTLETT STREET,2
5182,W 177TH ST,2
5183,TOWNSEND AVE,2
5184,RESERVOIR PLACE,2
5185,PUTNAM AVE,2
5186,EAST 175TH STREET,2
5187,E 45TH ST,2
5188,RAILROAD AVENUE,2
5189,25TH AVENUE,2
5190,EAST 49TH STREET,2
5191,GREEN ST,2
5192,RAMBLEWOOD AVENUE,2
5193,CHESTERFIELD LANE,2
5194,HAWTHORNE ST,2
5195,43RD ST,2
5196,E 58TH ST,2
5197,MADELINE COURT,2
5198,WEST 128TH STREET,2
5199,SOUTHERN BLVD,2
5200,W 128TH ST,2
5201,WEST 48TH STREET,2
5202,72 DRIVE,2
5203,10TH ST,2
5204,BUTTONWOOD ROAD,2
5205,HUSSON AVENUE,2
5206,DUNKIRK DRIVE,2
5207,132ND STREET,2
5208,SAYRES AVENUE,2
5209,NOBLE AVE,2
5210,E 183RD ST,2
5211,EVA AVENUE,2
5212,DOUGLAS ROAD,2
5213,ATTORNEY STREET,2
5214,KNEELAND AVENUE,2
5215,EAST 232ND STREET,2
5216,HILLSIDE AVENUE BELLEROSE,2
5217,56TH ST,2
5218,WEST 17TH STREET,2
5219,CLOSE AVENUE,2
5220,REISS PLACE,2
5221,DICKIE AVENUE,1
5222,AZALEA COURT,1
5223,SYBILLA STREET,1
5224,E 82ND ST,1
5225,THROGS NECK BOULEVARD,1
5226,TENBROCK AVENUE,1
5227,SMEDLEY STREET,1
5228,MONTAUK PLACE,1
5229,E 160TH ST,1
5230,JUMEL STREET,1
5231,FDR,1
5232,BRIGHTWATER AVENUE,1
5233,STEPHEN LOOP,1
5234,71 DRIVE,1
5235,W 23RD ST,1
5236,NUGENT COURT,1
5237,SAINT MARK'S AVENUE,1
5238,WORTH STREET,1
5239,ALDERBROOK ROAD,1
5240,NORWAY AVE,1
5241,BEACH   54 STREET,1
5242,JUMEL TERRACE,1
5243,PARK ST,1
5244,WHITEHALL STREET,1
5245,ST PAUL'S COURT,1
5246,CROMMELIN STREET,1
5247,DIERDRE COURT,1
5248,DORSEY STREET,1
5249,STAR AVENUE,1
5250,MONTGOMERY PLACE,1
5251,YORK AVE,1
5252,HASSOCK STREET,1
5253,FIEDLER AVENUE,1
5254,LISBON PLACE,1
5255,MOFFAT ST,1
5256,MITCHEL LANE,1
5257,16 ROAD,1
5258,PARKCHESTER ROAD,1
5259,WEST  231 STREET,1
5260,163RD ST,1
5261,PONTIAC PLACE,1
5262,DEXTER AVENUE,1
5263,PLEASANTVIEW STREET,1
5264,W 80TH ST,1
5265,DEAD END,1
5266,DUNE COURT,1
5267,WATERS AVENUE,1
5268,SMITH TERRACE,1
5269,CRANBERRY COURT,1
5270,E 167TH ST,1
5271,SNEDIKER AVE,1
5272,SNYDER AVE,1
5273,112 PLACE,1
5274,E 23RD ST,1
5275,SHELLEY AVENUE,1
5276,WEST 165TH STREET,1
5277,CHAPIN COURT,1
5278,SUNNYMEADE VILLAGE,1
5279,DR MARTIN L KING JR BOULEVARD,1
5280,PEROT ST,1
5281,MANHATTAN COURT,1
5282,228TH ST,1
5283,AVENUE ST JOHNS,1
5284,POWER PLAYGROUND,1
5285,B  141 STREET,1
5286,E 102ND ST,1
5287,48TH ST,1
5288,COTTER AVENUE,1
5289,KESSEL STREET,1
5290,TAIPEI COURT,1
5291,AMETHYST ST,1
5292,MERLE PLACE,1
5293,DALTON AVENUE,1
5294,ELEANOR PLACE,1
5295,25TH AVE,1
5296,43 ROAD,1
5297,BLACKFORD AVENUE,1
5298,LEITH ROAD,1
5299,HARDY PLACE,1
5300,CADMAN PLAZA WEST,1
5301,COLTON STREET,1
5302,ROSITA ROAD,1
5303,REDDING STREET,1
5304,SEBA AVENUE,1
5305,ROME AVENUE,1
5306,STONE STREET,1
5307,HARDING AVENUE,1
5308,ENRIGHT ROAD,1
5309,CUTHBERT ROAD,1
5310,BRIGHTON 13TH STREET,1
5311,WEST 225TH STREET,1
5312,CHERRY ST,1
5313,WOOD AVENUE,1
5314,JAMES A POLITE AVENUE,1
5315,WEST GUNHILL ROAD,1
5316,127TH ST,1
5317,LODOVICK AVENUE,1
5318,FREDRICK DOUGLAS CEMETERY,1
5319,GREENE ST,1
5320,BORDEN AVE,1
5321,WINGHAM STREET,1
5322,GARNET STREET,1
5323,QUEENS VILLAGE VETERANS PLAZA,1
5324,HICKS ST,1
5325,MESEREAU COURT,1
5326,235 COURT,1
5327,ST JOHNS ROAD,1
5328,VINE STREET,1
5329,PROSPECT PARK W,1
5330,W 117TH ST,1
5331,153RD STREET,1
5332,WEST  246 STREET,1
5333,FDR DR,1
5334,SECOND PLACE,1
5335,ROCHELLE STREET,1
5336,144TH STREET,1
5337,GUIDER AVENUE,1
5338,CLARK PLACE,1
5339,BRIGHTON    4 TERRACE,1
5340,NORTH 4TH STREET,1
5341,B  136 STREET,1
5342,TILLMAN STREET,1
5343,BAY   23 STREET,1
5344,B   65 STREET,1
5345,65 DRIVE,1
5346,AVON GREEN,1
5347,VALENTINE AVE,1
5348,WHITEHALL PLACE,1
5349,E 87TH ST,1
5350,HAIGHT STREET,1
5351,CONYINGHAM AVENUE,1
5352,EVAN PLACE,1
5353,NORTH ELLIOT PLACE,1
5354,SEA VIEW AVENUE,1
5355,FORT HAMILTON PARKWA,1
5356,HUGH GRANT CIRCLE,1
5357,BELLAMY LOOP,1
5358,W BURNSIDE AVE,1
5359,143 PLACE,1
5360,NORTH CHESTNUT DRIVE,1
5361,RUGBY RD,1
5362,BRIGHTON 10TH PATH,1
5363,HERKIMER COURT,1
5364,INTERBORO PARKWAY,1
5365,VANDALIA AVENUE,1
5366,DURYEA PLACE,1
5367,SAINT JOHN AVENUE,1
5368,CHANDLER STREET,1
5369,BENEDICT AVE,1
5370,HAMPDEN PLACE,1
5371,BRIGHTON BE AVENUE,1
5372,VILLAGE ROAD SOUTH,1
5373,FLATLANDS    2 STREET,1
5374,39TH STREET,1
5375,LENOX AVE,1
5376,EAST  229 DRIVE NORTH,1
5377,STEWART AVENUE,1
5378,ERSKINE STREET,1
5379,PEMBROOK LOOP,1
5380,67TH ST,1
5381,34TH ROAD,1
5382,43RD STREET,1
5383,CICERO AVENUE,1
5384,WELLBROOK AVENUE,1
5385,103 DRIVE,1
5386,ST ANN'S AVENUE,1
5387,55TH STREET,1
5388,PAERDEGAT   13 STREET,1
5389,SOUTH 6TH STREET,1
5390,ADRIENNE PLACE,1
5391,EAST 219TH STREET,1
5392,WATERSIDE PARKWAY,1
5393,SAINT ANDREW PLACE,1
5394,HENDERSON PLACE,1
5395,VANTUYL STREET,1
5396,WEST 8TH STREET,1
5397,SOUTHGATE COURT,1
5398,RIVER PLACE,1
5399,VANCORTLANDT PARK SOUTH,1
5400,107TH AVE,1
5401,B   57 STREET,1
5402,STRAUSS ST,1
5403,WILLIAMBRIDGE ROAD,1
5404,MC CLEAN AVENUE,1
5405,EAST 23RD STREET,1
5406,WOLKOFF LANE,1
5407,RIDER AVENUE,1
5408,JUNO STREET,1
5409,BRIGHTON    3 ROAD,1
5410,EAST 199TH STREET,1
5411,BRIGHTON SIXTH STREET,1
5412,53RD ST,1
5413,MEADOW DRIVE,1
5414,ELKMONT AVENUE,1
5415,NEWBOLD AVE,1
5416,ASTORIA BOULEVARD NORTH,1
5417,FRANCINE COURT,1
5418,GOLDSMITH STREET,1
5419,W 15TH ST,1
5420,PETRUS AVENUE,1
5421,67TH RD,1
5422,OVAS COURT,1
5423,BEECHWOOD AVENUE,1
5424,BRIGHTON FIRST WALK,1
5425,HUNTINGTON AVE,1
5426,PROSPECT PARK,1
5427,BOSTON RD,1
5428,BAXTER AVENUE,1
5429,28 ROAD,1
5430,MILLIGAN PLACE,1
5431,15TH DRIVE,1
5432,CONDUIT BOULEVARD,1
5433,SENECA AVE,1
5434,PAIGE COURT,1
5435,FULTON ST,1
5436,VAN CORTLANDT PARK,1
5437,KALMIA AVENUE,1
5438,ARDEN ST,1
5439,BRIGHTON    2 PLACE,1
5440,DIANAS TRAIL,1
5441,MAINDA STREET,1
5442,FOURTH PLACE,1
5443,64TH ROAD,1
5444,W 158TH ST,1
5445,GRANT CIRCLE,1
5446,ISERNIA AVENUE,1
5447,SACCHERI COURT,1
5448,PRINCETON AVENUE,1
5449,PLAZA STREET EAST,1
5450,50TH STREET,1
5451,BRIGHTON 10 TERRACE,1
5452,HOLT COURT,1
5453,26 ROAD,1
5454,CLARKE AVENUE,1
5455,VALENTINE PLACE,1
5456,ASPINWALL STREET,1
5457,NAPIER AVENUE,1
5458,CEDAR HILL ROAD,1
5459,BELLAVISTA COURT,1
5460,BATHGATE AVE,1
5461,HAVENS PLACE,1
5462,BAY   11 STREET,1
5463,UNION COURT,1
5464,BATHGATE STREET,1
5465,CRESTWATER COURT,1
5466,BEACH 17 STREET,1
5467,SUNSET PARK,1
5468,HARRIS AVENUE,1
5469,SHADYSIDE AVENUE,1
5470,DAYNA DRIVE,1
5471,SERENA COURT,1
5472,W 185TH ST,1
5473,SEAGATE AVENUE,1
5474,SOUTH EIGHTH STREET,1
5475,HORACE COURT,1
5476,BEACH 59TH ST,1
5477,75 PLACE,1
5478,HAMMOCK LANE,1
5479,MORRISON AVE,1
5480,HARRY VAN ARSDALE JR AVENUE,1
5481,BOWLES AVENUE,1
5482,EMERSON AVENUE,1
5483,185TH STREET,1
5484,BRIGHTON TENTH COURT,1
5485,CLOVERDALE BOULEVARD,1
5486,ELVIRA AVENUE,1
5487,JOHNSON STREET,1
5488,14 PLACE,1
5489,RUSHMORE AVENUE,1
5490,MULBERRY CIRCLE,1
5491,INDEPENDENCE AVE,1
5492,147 ROAD,1
5493,HERKIMER ST,1
5494,E 18TH ST,1
5495,BOYLAN STREET,1
5496,EAST 178TH STREET,1
5497,BATTERY ROAD,1
5498,ST MARK PLAYGROUND,1
5499,99 PLACE,1
5500,E 48TH ST,1
5501,FORREST STREET,1
5502,ATKINS AVE,1
5503,SIOUX STREET,1
5504,BEACH   11 STREET,1
5505,FOX TERRACE,1
5506,BASCON AVENUE,1
5507,LAMPORT BOULEVARD,1
5508,PALERMO STREET,1
5509,NOEL STREET,1
5510,IONA AVENUE,1
5511,WANDEL AVENUE,1
5512,MARKHAM GARDENS,1
5513,VERNON AVE,1
5514,41ST AVE,1
5515,W 184TH ST,1
5516,WEST 77TH STREET,1
5517,CALDERA PLACE,1
5518,FRESH MDOW LANE,1
5519,KENMARE ST,1
5520,BERGEN BEACH PLACE,1
5521,LATHROP AVENUE,1
5522,EAST 24TH STREET,1
5523,OSMAN PLACE,1
5524,DWIGHT STREET,1
5525,FATHER CAPODANNO BLVD,1
5526,LLOYD STREET,1
5527,FAIRFIELD AVENUE,1
5528,E 188TH ST,1
5529,EAST 32ND STREET,1
5530,GABRIELLE COURT,1
5531,SOUNDVIEW LANE,1
5532,MT EDEN PARKWAY,1
5533,SEACOAST TERRACE,1
5534,HARBOUR COURT,1
5535,WEST 62 STREET,1
5536,FT HAMILTON,1
5537,REDFERN AVENUE,1
5538,NAHANT STREET,1
5539,WINTHROP ST,1
5540,NORTH ST AUSTINS PLACE,1
5541,BEACH   77 STREET,1
5542,BRISTOL AVENUE,1
5543,LEONARD AVENUE,1
